adopt-imaging-parallel;adopt-imaging-single;adopt-pure;amazoncorretto-imaging-parallel;amazoncorretto-imaging-single;amazoncorretto-pure;graaljdk-imaging-parallel;graaljdk-imaging-single;graaljdk-pure;openjdk-imaging-parallel;openjdk-imaging-single;openjdk-opencv;openjdk-openimaj;openjdk-pure;zulu-imaging-parallel;zulu-imaging-single;zulu-pure;python-pure-simple;python-with-itertools;python-pure-simple-with-numba;python-pure-simple-with-numba-parallel;python-itertools-with-numba;python-with-numpy;python-with-numpy-with-numba;python-with-numpy-with-numba-parallel;python-with-numpy-and-scipy;python-with-opencv
113;266;236;130;261;230;114;227;163;125;266;0.3777;34;259;134;278;248;;;236;197;3370;;83;3.38;33;4.57
113;265;235;103;261;232;114;228;163;125;266;0.4;31;236;135;277;248;;;237;197;3364;;83;91.04;34;4.68
140;265;236;117;258;231;103;227;162;126;265;0.3801;30;236;122;278;250;;;236;101;3361;;83;4.02;34;4.58
127;267;234;115;260;234;103;226;162;122;264;0.3948;31;236;160;278;247;;;237;109;3362;;83;3.97;34;4.67
113;266;235;116;260;233;114;227;161;126;265;0.3769;30;236;121;279;246;;;236;188;3378;;83;91.06;34;4.57
113;266;240;116;261;234;104;226;162;126;266;0.3993;30;236;126;276;247;;;237;110;3362;;83;3.40;34;4.61
127;266;238;102;259;235;105;227;163;116;267;0.3886;30;235;134;277;249;;;236;200;3370;;83;3.43;34;4.71
113;266;236;116;259;233;113;226;163;111;266;0.3791;34;235;135;277;248;;;236;103;3360;;83;3.38;34;4.60
114;266;235;116;261;229;105;226;162;126;265;0.4057;31;237;135;278;245;;;237;190;3378;;83;90.87;34;4.72
127;265;236;103;258;231;104;227;162;111;267;0.3771;30;236;123;275;247;;;236;200;3372;;83;3.41;34;4.58
113;266;236;116;259;232;103;227;162;126;270;0.4056;31;235;135;275;246;;;236;197;3353;;83;3.37;34;4.61
128;266;236;116;259;230;114;225;162;116;267;0.384;30;237;122;276;246;;;236;108;3369;;83;90.92;34;4.56
127;266;236;102;259;229;113;228;163;125;263;0.3837;31;236;138;276;246;;;236;187;3379;;83;6.81;34;4.65
126;265;237;115;258;230;114;227;163;127;290;0.3859;30;236;135;276;246;;;236;210;3351;;83;93.58;34;4.55
126;266;239;119;258;230;103;226;162;126;269;0.3854;35;235;121;277;248;;;236;104;3353;;83;4.26;34;4.73
127;266;237;102;260;230;114;228;162;126;267;0.3962;30;236;124;277;246;;;236;199;3354;;83;4.12;34;4.56
127;265;237;115;262;230;114;225;162;111;266;0.3863;30;237;137;302;246;;;235;198;3352;;83;91.28;34;4.61
127;268;237;116;260;230;115;225;162;113;269;0.4081;30;236;136;277;247;;;236;198;3347;;83;4.51;34;4.59
113;268;237;116;258;231;114;224;162;112;268;0.3961;31;235;121;278;246;;;236;201;3344;;83;4.10;34;4.66
140;266;236;117;257;230;103;225;163;127;272;0.3797;31;236;136;277;247;;;235;104;3343;;83;91.45;34;4.58
126;265;236;115;260;230;114;225;163;127;272;0.3797;30;236;136;278;248;;;236;198;3355;;83;4.11;34;4.61
126;266;236;103;258;230;113;225;175;112;269;0.38;34;236;121;278;248;;;236;102;3348;;83;4.15;34;4.60
113;266;237;102;258;230;113;225;163;112;267;0.422;30;235;125;279;248;;;236;198;3345;;83;91.46;34;4.61
113;266;239;116;258;232;112;224;163;127;267;0.3775;31;236;122;280;252;;;236;196;3349;;83;4.11;33;4.60
127;266;236;117;261;230;114;228;163;112;267;0.3929;30;236;125;277;249;;;237;198;3345;;83;4.10;33;4.60
134;265;236;102;258;253;102;225;164;127;269;0.3797;30;235;136;276;247;;;238;105;3340;;83;91.38;34;4.69
112;273;253;115;281;235;113;226;163;126;267;0.3796;31;236;124;279;250;;;238;202;3375;;83;4.52;33;4.63
114;268;240;116;259;232;114;227;163;126;266;0.3922;30;235;136;278;249;;;236;102;3346;;83;3.99;33;4.64
127;268;236;117;261;231;113;225;162;127;268;0.3801;35;236;122;278;249;;;236;198;3346;;83;91.25;33;4.55
114;267;235;114;259;231;114;227;163;113;266;0.3944;30;236;136;278;250;;;237;197;3352;;83;4.19;33;4.67
126;268;236;115;258;230;119;225;163;112;265;0.377;30;236;120;278;249;;;235;198;3370;;83;4.14;33;4.69
127;267;236;102;261;230;114;225;163;126;268;0.3993;31;236;135;277;249;;;237;100;3350;;83;4.12;34;4.60
130;267;237;116;260;230;114;226;163;113;266;0.3872;30;236;136;277;271;;;236;196;3335;;83;90.81;34;4.63
137;267;234;101;259;230;114;226;162;127;264;0.3793;31;235;122;279;248;;;236;111;3346;;83;3.34;34;4.65
113;267;236;115;259;230;115;226;163;112;266;0.3939;30;236;122;279;248;;;237;191;3353;;83;3.34;33;4.64
127;271;234;102;259;229;103;226;162;127;265;0.3772;35;236;134;276;250;;;236;99;3349;;83;90.94;33;4.55
115;265;236;116;259;231;114;227;162;127;267;0.3953;31;235;135;277;246;;;236;107;3358;;83;4.26;34;4.67
127;268;236;115;260;230;103;227;163;126;264;0.3801;30;236;134;279;245;;;236;197;3347;;83;4.12;34;4.63
126;266;235;116;258;229;115;226;163;127;267;0.3798;30;236;134;278;248;;;238;102;3350;;83;91.33;33;4.62
128;267;237;102;262;230;113;237;163;112;266;0.3925;30;236;121;279;250;;;237;197;3350;;83;4.63;33;4.56
113;266;235;102;258;231;113;227;163;127;269;0.3795;30;236;136;278;247;;;236;198;3349;;83;3.35;34;4.67
115;267;236;105;260;230;115;225;163;126;267;0.3946;31;238;135;277;247;;;236;102;3349;;83;3.36;34;4.61
115;267;234;116;258;231;113;226;161;112;266;0.3774;34;236;149;277;247;;;236;194;3347;;83;92.12;33;4.61
116;266;235;102;266;230;104;226;163;132;267;0.4156;31;234;134;278;250;;;236;106;3355;;83;4.66;33;4.58
127;267;235;115;261;230;114;226;162;126;269;0.3955;30;234;134;277;247;;;236;198;3341;;83;91.36;35;4.62
114;267;235;117;259;231;114;225;161;126;266;0.3804;30;234;134;277;248;;;237;202;3352;;83;4.22;34;4.63
128;268;235;115;259;233;113;225;161;140;266;0.4226;31;233;134;277;247;;;237;103;3348;;83;4.13;33;4.59
113;267;235;115;262;231;114;225;163;126;266;0.3778;30;260;135;277;250;;;236;198;3363;;83;91.56;34;4.65
127;267;235;115;259;231;114;226;161;127;267;0.3905;31;236;135;276;248;;;236;195;3361;;83;4.24;34;4.62
127;268;234;115;260;236;114;226;163;112;267;0.378;35;236;134;301;248;;;236;110;3368;;83;4.15;34;4.63
114;267;234;115;259;231;113;225;163;127;267;0.3898;30;235;121;278;248;;;237;195;3373;;83;91.53;33;4.55
127;266;235;115;261;231;114;226;162;112;267;0.3771;31;236;135;277;253;;;236;105;3379;;83;3.93;35;4.59
126;269;235;116;260;232;114;227;162;127;265;0.3781;31;236;121;278;251;;;236;200;3369;;83;3.84;33;4.71
126;267;235;103;259;232;104;226;162;112;267;0.3906;30;236;134;276;248;;;236;189;3366;;83;3.83;34;4.62
126;266;234;102;259;231;103;225;161;126;288;0.3773;30;236;135;276;247;;;237;101;3362;;83;91.25;34;4.58
141;265;235;102;264;231;103;239;163;126;267;0.3976;31;237;122;278;250;;;236;109;3363;;83;3.86;34;4.56
140;267;235;115;261;231;103;233;163;112;265;0.3943;35;237;135;274;246;;;236;195;3366;;83;3.85;33;4.67
126;267;234;115;261;231;114;231;163;127;266;0.392;31;236;122;275;246;;;236;196;3369;;83;91.12;34;4.58
126;268;236;116;260;232;114;231;162;126;266;0.3798;30;237;122;279;247;;;236;107;3364;;83;4.51;34;4.60
126;266;234;101;261;230;114;231;162;126;267;0.3797;31;237;135;276;248;;;236;197;3358;;83;3.83;33;4.55
112;265;235;122;260;231;103;229;162;113;263;0.3925;31;237;122;274;248;;;236;102;3365;;83;90.87;33;4.73
113;266;235;102;279;231;103;227;164;112;264;0.3798;31;237;121;274;248;;;237;199;3355;;83;3.44;34;4.56
127;265;236;116;261;233;122;228;179;114;265;0.3926;31;236;138;276;248;;;237;103;3372;;83;3.36;34;4.63
126;265;234;115;261;232;103;231;163;114;265;0.3806;35;237;146;275;248;;;237;195;3366;;83;3.35;34;4.64
127;267;235;119;260;233;114;229;163;134;264;0.3777;31;237;122;274;247;;;236;197;3374;;83;91.36;34;4.74
127;267;235;115;258;230;113;229;163;112;264;0.3989;30;236;135;275;247;;;236;109;3363;;83;4.18;34;4.58
127;267;235;115;261;254;113;227;162;127;265;0.3796;31;236;121;276;248;;;236;194;3352;;83;4.10;33;4.61
113;266;234;116;261;232;103;232;163;127;264;0.395;31;236;120;274;250;;;236;197;3349;;83;91.15;34;4.64
127;266;235;104;259;231;114;232;163;113;265;0.3772;30;236;148;274;249;;;235;109;3345;;83;3.92;34;4.57
127;266;235;114;259;231;114;229;163;113;265;0.3934;31;236;134;277;247;;;236;189;3360;;83;3.94;34;4.62
128;265;235;115;260;231;114;226;162;126;267;0.4146;34;236;121;275;247;;;236;111;3356;;83;91.35;34;4.58
114;272;234;114;259;232;104;228;163;113;266;0.3779;30;236;136;275;249;;;236;197;3353;;83;3.35;34;4.69
130;267;252;102;259;231;113;227;163;112;265;0.39;31;235;136;275;247;;;236;197;3351;;83;3.38;34;4.57
113;267;236;102;259;231;104;227;162;126;265;0.378;31;237;135;276;246;;;236;103;3337;;83;3.39;34;4.63
129;267;234;116;260;230;114;227;163;127;269;0.3905;31;235;135;276;246;;;236;197;3358;;83;91.72;34;4.60
127;268;236;115;259;232;113;227;163;127;266;0.378;31;236;134;275;246;;;236;197;3345;;83;4.94;34;4.68
113;265;235;114;259;230;103;230;163;125;266;0.3773;30;235;134;275;246;;;236;99;3345;;83;4.19;35;4.62
127;267;236;116;259;230;120;230;164;113;267;0.3901;35;236;123;277;273;;;236;200;3341;;83;90.87;34;4.59
127;267;237;102;262;230;114;229;164;113;267;0.3773;31;236;135;276;248;;;236;102;3350;;83;3.39;34;4.57
127;269;237;116;260;233;114;226;162;127;265;0.4138;30;237;135;274;250;;;237;198;3341;;83;3.31;34;4.77
127;267;236;102;259;233;117;227;164;113;266;0.3785;30;236;121;275;248;;;236;109;3341;;83;91.00;34;4.69
128;264;235;102;258;231;103;228;164;140;268;0.3913;31;236;135;275;247;;;237;100;3350;;83;4.12;35;4.58
113;266;237;103;261;230;114;227;163;112;266;0.3888;31;236;135;299;247;;;236;197;3356;;83;4.12;34;4.68
128;267;236;115;261;230;103;227;163;112;264;0.3777;31;236;121;275;249;;;236;99;3357;;83;91.44;34;4.63
127;266;234;115;258;232;114;227;163;126;264;0.3904;35;235;135;277;248;;;236;197;3363;;83;3.66;34;4.62
113;266;236;116;259;230;114;230;163;127;266;0.3781;31;236;122;277;248;;;236;106;3360;;83;3.34;34;4.55
128;266;238;115;259;231;104;227;164;126;264;0.3897;31;236;136;276;247;;;237;197;3368;;83;3.36;34;4.66
127;266;236;101;258;231;114;227;163;112;264;0.3819;30;235;122;276;250;;;236;197;3365;;83;91.11;34;4.59
126;265;235;116;258;232;113;227;163;127;264;0.3798;30;237;134;277;248;;;236;100;3358;;83;4.20;34;4.60
127;265;235;101;260;230;114;239;163;124;266;0.3919;31;235;121;276;247;;;236;111;3359;;83;4.10;34;4.61
127;267;235;115;262;235;104;230;162;112;265;0.3793;31;236;121;276;248;;;236;192;3365;;83;90.84;34;4.63
113;266;234;115;259;232;113;227;163;126;263;0.3926;35;235;134;277;249;;;236;198;3369;;83;3.90;34;4.65
127;266;234;103;258;231;114;229;162;112;265;0.3793;30;235;134;276;249;;;236;199;3369;;83;3.95;34;4.57
113;265;235;102;259;232;113;228;163;126;265;0.3923;30;236;121;276;247;;;236;104;3362;;83;91.17;34;4.63
113;266;234;115;260;231;114;233;162;112;265;0.3954;31;259;136;275;247;;;236;195;3371;;83;3.93;34;4.62
113;265;236;115;259;230;103;231;163;127;290;0.3953;30;236;135;275;248;;;236;99;3369;;83;3.39;34;4.63
127;267;235;115;281;231;103;225;162;126;267;0.3919;31;236;133;278;247;;;236;111;3376;;83;3.38;34;4.56
127;265;235;115;262;232;115;228;162;126;268;0.3794;30;236;121;276;248;;;236;188;3362;;83;91.16;33;4.58
126;267;234;128;262;230;104;228;165;126;264;0.393;35;236;121;277;248;;;236;111;3367;;83;3.97;34;4.73
121;265;235;102;259;233;103;228;165;126;264;0.3773;31;236;135;278;248;;;236;188;3378;;83;3.88;34;4.65
126;266;236;115;259;230;114;230;163;112;265;0.3773;30;236;121;277;248;;;236;112;3371;;83;91.34;34;4.58
125;265;236;102;261;231;114;228;163;126;264;0.3861;31;236;122;276;247;;;236;196;3381;;83;3.73;34;4.56
113;266;234;119;260;231;104;226;164;128;264;0.3796;30;236;123;277;248;;;237;99;3356;;83;3.34;34;4.73
126;265;234;101;261;231;103;226;176;113;265;0.3939;31;236;122;278;249;;;236;199;3368;;83;3.33;34;4.61
113;266;235;115;260;231;113;226;162;127;266;0.3777;30;235;136;275;250;;;236;200;3367;;83;91.45;34;4.64
138;266;234;134;262;231;106;225;165;115;264;0.3897;35;237;122;277;247;;;237;198;3369;;83;3.27;34;4.58
113;266;236;115;261;232;113;228;163;126;264;0.3868;31;235;121;278;247;;;237;194;3364;;83;3.31;36;4.69
127;271;235;114;261;252;115;227;163;112;264;0.3793;30;236;135;276;247;;;237;110;3353;;83;90.84;34;4.58
127;266;236;101;261;232;114;226;163;126;266;0.4039;31;235;135;277;249;;;237;103;3355;;83;4.12;34;4.60
113;268;236;129;263;230;113;225;163;112;265;0.3773;30;236;136;276;247;;;237;197;3352;;83;4.16;34;4.64
127;269;235;103;260;233;103;226;163;125;263;0.3897;30;237;122;283;249;;;237;197;3357;;83;91.41;35;4.70
127;265;235;102;262;232;113;226;163;127;263;0.3771;30;236;135;277;248;;;238;197;3348;;83;3.89;34;4.58
113;267;235;116;259;231;123;226;163;112;267;0.3778;35;236;122;276;250;;;237;101;3348;;83;4.15;34;4.56
128;267;235;124;260;231;112;225;162;126;264;0.3862;30;236;135;275;247;;;237;99;3353;;83;3.35;34;4.67
115;266;236;116;259;230;114;225;161;127;264;0.3802;31;236;122;277;248;;;238;202;3347;;83;91.28;34;4.57
115;266;236;115;260;231;103;226;162;112;264;0.4059;30;236;121;302;248;;;238;109;3339;;83;4.33;34;4.64
127;266;236;116;261;230;115;227;162;127;264;0.3776;30;237;135;279;250;;;237;100;3346;;83;4.14;34;4.56
113;268;236;116;260;230;113;228;163;126;264;0.3897;31;235;122;278;247;;;237;189;3345;;83;91.34;34;4.66
128;267;251;115;259;230;113;227;163;127;265;0.4071;30;236;136;276;248;;;237;109;3353;;83;4.24;34;4.57
113;265;235;114;258;232;113;226;162;127;265;0.3794;34;236;122;276;249;;;238;195;3357;;83;4.07;34;4.61
127;267;235;114;260;232;114;229;162;127;266;0.3943;31;235;135;278;249;;;238;197;3352;;83;91.51;34;4.59
127;268;236;102;259;231;102;226;162;126;263;0.4032;30;236;135;277;247;;;237;199;3342;;83;4.35;34;4.68
128;268;236;102;261;231;104;227;162;112;264;0.3827;30;237;122;275;274;;;238;100;3356;;83;4.12;34;4.60
128;269;235;115;260;232;103;226;162;126;264;0.4191;31;236;146;274;247;;;239;109;3365;;83;91.13;34;4.55
114;268;236;101;262;231;119;227;163;126;264;0.38;30;235;149;275;250;;;238;198;3368;;83;4.25;34;4.60
115;269;236;116;260;231;114;229;163;112;264;0.3805;30;239;135;274;248;;;238;193;3372;;83;3.84;34;4.63
127;267;235;117;262;231;114;226;161;113;265;0.3895;34;236;135;275;249;;;238;101;3363;;83;91.23;34;4.60
127;267;237;102;261;232;113;225;162;113;265;0.3861;31;236;135;278;248;;;237;198;3371;;83;3.89;34;4.56
113;269;236;116;263;232;113;224;162;112;264;0.3932;30;235;122;277;250;;;238;110;3377;;83;3.50;33;4.66
123;268;237;115;259;231;103;226;161;113;264;0.38;30;236;136;289;247;;;237;100;3365;;83;90.73;34;4.79
113;266;236;115;260;231;104;226;163;126;264;0.3921;31;236;135;286;248;;;236;198;3375;;83;3.96;34;4.58
127;267;235;102;281;231;112;227;163;127;266;0.3795;31;238;135;282;247;;;236;102;3355;;83;3.90;34;4.61
126;267;236;103;262;234;103;225;162;126;265;0.3811;31;235;136;281;248;;;236;200;3375;;83;3.89;34;4.59
127;266;236;102;261;230;113;226;163;139;264;0.3994;34;238;122;277;248;;;237;99;3365;;83;91.52;34;4.66
125;267;235;104;261;230;104;230;164;127;266;0.3852;30;235;137;277;248;;;237;197;3368;;83;4.33;34;4.57
126;267;236;129;259;232;103;227;163;127;266;0.392;30;237;136;279;248;;;237;197;3364;;83;4.13;34;4.63
126;267;237;116;262;230;104;225;165;128;289;0.379;30;235;121;277;248;;;236;106;3372;;83;91.32;34;4.60
140;267;235;102;259;230;113;227;164;126;268;0.3805;30;236;122;277;247;;;236;200;3367;;83;5.05;34;4.69
125;267;236;115;261;230;103;226;162;112;269;0.3889;31;238;135;277;248;;;236;196;3369;;83;4.07;34;4.57
128;267;235;102;260;230;113;236;163;127;269;0.3859;30;235;136;278;247;;;236;106;3370;;83;91.33;34;4.59
126;267;236;102;261;230;103;225;161;112;265;0.3923;34;236;122;277;248;;;236;189;3376;;83;5.73;34;4.61
112;268;236;129;261;230;103;224;161;126;268;0.3796;31;260;122;277;248;;;236;111;3383;;83;91.36;34;4.62
113;267;236;115;258;229;103;225;164;138;267;0.392;30;236;135;282;248;;;236;197;3360;;83;3.75;34;4.61
112;270;235;115;261;230;103;227;164;127;267;0.3804;31;237;135;277;247;;;236;100;3362;;83;3.37;34;4.58
127;267;236;102;263;230;114;224;176;127;266;0.3811;30;236;122;276;250;;;236;200;3357;;83;3.37;34;4.65
113;266;236;116;259;232;103;224;163;112;267;0.39;30;236;121;275;248;;;236;193;3355;;83;91.28;34;4.56
115;266;236;116;260;231;103;226;162;135;272;0.4012;30;236;122;277;248;;;237;109;3364;;84;103.60;33;4.62
127;266;237;115;262;229;113;226;161;126;267;0.3924;35;236;134;279;247;;;237;197;3371;;83;3.85;34;4.57
114;267;236;115;260;251;114;226;164;127;266;0.3794;31;237;135;300;247;;;236;197;3366;;83;90.62;34;4.68
127;267;236;115;260;235;103;226;164;113;265;0.415;30;236;135;279;248;;;236;198;3368;;83;4.10;34;4.56
113;267;236;115;260;231;103;226;163;112;265;0.3774;30;236;121;278;247;;;237;199;3363;;83;4.14;34;4.64
113;268;238;114;260;231;114;226;162;113;264;0.3864;31;235;134;277;247;;;236;101;3365;;83;91.42;34;4.55
127;267;236;102;260;230;114;226;163;113;266;0.3923;30;235;121;278;247;;;236;197;3367;;84;3.97;34;4.66
127;267;236;116;261;231;113;225;163;112;267;0.3831;31;236;134;279;249;;;236;202;3367;;83;4.01;34;4.60
127;267;240;102;259;231;103;224;163;113;264;0.3908;35;236;121;278;246;;;236;106;3368;;84;3.95;34;4.61
127;267;234;116;262;231;113;226;163;126;264;0.3769;30;236;121;276;246;;;236;199;3351;;83;91.22;34;4.63
127;266;235;115;261;231;103;227;162;114;264;0.387;31;236;124;277;246;;;235;105;3361;;83;3.44;34;4.55
126;267;239;115;261;231;114;227;163;127;265;0.392;31;235;136;278;251;;;236;191;3347;;84;3.37;34;4.64
129;268;234;115;260;231;104;225;161;126;265;0.3815;30;237;121;277;258;;;236;198;3368;;83;90.88;35;4.55
126;269;236;116;262;231;113;225;162;131;264;0.3903;30;235;122;277;257;;;236;109;3353;;84;3.27;33;4.66
114;267;234;115;261;231;103;226;161;126;264;0.3776;31;237;129;281;254;;;237;196;3345;;84;3.33;34;4.55
127;266;236;115;261;230;103;226;162;126;264;0.3997;35;237;139;280;255;;;236;197;3354;;83;3.40;34;4.64
131;267;235;103;261;232;104;227;162;127;265;0.4121;30;237;135;278;257;;;236;198;3348;;83;91.22;34;4.59
113;267;237;106;262;231;105;225;161;112;263;0.3801;31;236;135;277;256;;;236;104;3355;;83;4.37;34;4.67
114;267;253;116;260;230;114;225;162;112;265;0.3927;30;238;136;279;252;;;236;197;3345;;83;4.11;34;4.63
115;267;234;102;260;232;114;226;162;127;266;0.4084;31;237;136;278;253;;;236;197;3352;;83;91.27;34;4.63
118;268;234;115;282;231;114;225;161;114;267;0.3901;30;237;122;276;253;;;237;109;3352;;84;6.73;34;4.59
113;267;235;125;263;234;114;224;163;126;263;0.3774;31;235;137;277;276;;;237;97;3344;;83;93.15;34;4.66
127;267;234;102;260;231;114;225;162;114;265;0.3992;34;236;135;278;253;;;236;195;3348;;84;4.42;34;4.61
113;268;237;102;260;231;114;227;161;113;265;0.3903;31;237;134;277;253;;;237;109;3346;;83;4.13;34;4.55
144;269;234;102;259;232;114;226;164;126;263;0.3813;30;238;135;276;253;;;236;196;3349;;84;91.15;34;4.71
140;269;234;115;260;234;118;226;162;126;264;0.3897;31;239;135;278;252;;;236;195;3343;;83;4.11;34;4.57
127;266;236;116;259;232;104;225;162;125;265;0.3799;30;237;122;275;252;;;236;97;3345;;83;3.96;34;4.64
127;268;234;115;260;231;103;226;162;127;264;0.3932;30;236;123;276;253;;;236;109;3387;;84;91.23;34;4.57
127;267;236;116;259;232;114;226;164;115;264;0.3795;30;236;135;275;254;;;235;196;3346;;83;4.09;34;4.64
127;266;236;102;263;235;114;225;162;127;264;0.3811;34;236;136;276;255;;;236;198;3345;;83;4.49;34;4.59
126;267;237;103;259;233;113;224;162;141;264;0.3897;30;237;135;277;252;;;239;99;3345;;84;91.38;34;4.62
129;267;237;103;260;231;102;225;162;126;291;0.3853;30;236;121;278;250;;;236;202;3343;;83;3.98;34;4.58
140;267;236;102;261;232;103;225;161;113;267;0.3925;31;236;136;278;251;;;236;104;3349;;84;3.98;34;4.60
127;269;235;102;261;232;103;232;163;113;267;0.3796;30;236;135;277;248;;;235;198;3345;;83;91.33;34;4.76
127;267;236;117;260;233;103;230;163;112;269;0.3929;31;237;136;276;247;;;236;196;3354;;84;4.09;34;4.56
114;267;237;116;259;232;113;226;162;118;265;0.3796;31;236;136;302;250;;;237;110;3353;;84;4.32;34;4.65
113;267;236;103;260;232;115;226;161;126;263;0.3813;34;238;137;282;251;;;236;98;3354;;84;91.43;34;4.65
113;267;235;102;259;230;114;226;161;125;264;0.3899;31;236;161;280;251;;;236;198;3352;;84;3.96;34;4.64
114;267;237;102;258;232;102;226;163;126;266;0.3779;30;237;134;283;249;;;236;104;3341;;84;3.88;34;4.55
114;270;236;116;257;230;115;226;177;126;264;0.4062;30;239;140;282;249;;;237;198;3353;;83;3.35;34;4.62
113;268;235;116;263;230;103;225;164;111;264;0.3797;31;237;135;279;247;;;236;195;3351;;83;91.02;34;4.65
127;266;237;116;264;229;103;226;163;112;265;0.3812;30;235;137;275;248;;;236;199;3351;;84;4.01;34;4.59
127;266;235;102;260;230;114;226;163;126;265;0.3894;30;260;120;274;248;;;237;198;3356;;83;4.13;34;4.59
127;265;239;102;260;252;114;238;162;125;265;0.3946;35;236;135;276;248;;;237;109;3342;;84;91.27;34;4.58
128;266;235;115;263;230;103;226;163;112;265;0.3922;30;237;134;274;249;;;236;198;3353;;84;3.96;34;4.67
127;265;237;128;260;231;113;225;163;126;265;0.395;30;236;134;275;248;;;237;196;3356;;83;4.02;34;4.58
113;266;236;102;260;231;124;226;163;114;264;0.3969;31;236;135;275;247;;;236;104;3347;;83;91.42;34;4.61
114;265;236;115;260;232;113;227;162;127;264;0.38;31;237;123;275;251;;;236;195;3344;;83;4.13;34;4.60
146;265;235;102;261;231;114;225;163;125;264;0.3813;30;236;129;275;248;;;236;198;3355;;84;4.26;34;4.68
127;266;235;115;260;230;113;224;163;125;266;0.3901;30;239;122;274;247;;;236;109;3351;;84;91.40;34;4.56
113;265;237;103;260;230;102;226;162;138;267;0.3832;34;236;135;275;247;;;236;102;3348;;84;5.99;34;4.64
113;266;237;102;260;230;113;226;163;125;264;0.3927;31;236;136;275;247;;;236;192;3365;;84;4.08;34;4.60
127;266;237;102;261;230;113;226;163;125;263;0.3808;31;235;121;275;248;;;236;195;3349;;84;90.67;34;4.68
114;266;238;116;259;230;113;225;164;114;264;0.3943;30;236;144;275;249;;;237;99;3344;;83;3.35;34;4.58
113;266;237;115;260;230;114;224;162;125;264;0.3778;31;235;135;276;247;;;237;111;3348;;83;3.34;34;4.63
128;266;237;115;284;230;104;227;163;112;264;0.3859;30;235;135;275;249;;;237;197;3344;;84;3.34;34;4.63
113;266;237;102;262;231;113;227;163;113;264;0.4022;30;235;137;275;248;;;237;105;3348;;84;90.82;34;4.56
113;268;237;102;259;230;103;224;162;132;265;0.3795;35;236;135;276;247;;;236;200;3344;;84;3.36;34;4.63
126;265;239;103;259;232;114;225;164;111;264;0.3924;31;236;135;277;246;;;236;99;3362;;83;3.34;34;4.55
128;267;237;102;261;231;113;227;162;125;264;0.3795;30;237;136;275;251;;;236;199;3382;;83;90.92;34;4.71
128;267;239;115;261;230;117;227;163;112;264;0.3823;30;241;121;274;246;;;236;196;3380;;84;4.15;34;4.57
127;267;237;103;259;230;102;226;162;141;265;0.39;30;237;122;275;249;;;236;196;3372;;83;4.22;34;4.61
113;266;238;115;258;229;114;225;163;112;264;0.3853;30;236;121;274;247;;;237;103;3387;;83;91.44;34;4.55
114;267;237;102;262;230;115;226;162;111;265;0.3923;30;236;121;274;251;;;236;198;3388;;84;4.08;34;4.74
127;267;253;131;260;231;113;227;164;126;267;0.3792;35;235;136;275;247;;;236;199;3391;;83;4.31;34;4.66
126;271;238;102;258;231;103;226;164;126;265;0.3938;31;236;136;276;247;;;237;104;3394;;83;91.48;34;4.65
126;267;237;115;258;230;113;226;164;139;266;0.3773;31;236;135;275;273;;;236;198;3400;;84;3.94;34;4.60
127;267;236;116;261;230;103;225;162;125;265;0.4056;30;236;148;274;248;;;236;198;3368;;83;3.90;34;4.65
126;266;236;103;258;229;114;227;163;125;265;0.3938;31;236;121;300;247;;;236;200;3348;;83;3.92;34;4.58
114;271;235;103;259;232;112;226;162;126;265;0.3796;30;236;154;280;256;;;236;102;3348;;84;91.34;34;4.56
127;269;235;115;258;229;113;226;166;111;264;0.3925;30;236;121;276;253;;;236;107;3358;;84;3.91;34;4.70
127;267;236;103;262;231;105;225;166;112;264;0.3794;35;235;135;275;250;;;236;195;3352;;84;5.15;34;4.60
126;267;236;102;259;229;119;226;165;126;291;0.3933;30;235;135;277;252;;;236;197;3343;;84;91.34;34;4.65
127;267;238;130;259;231;103;225;162;112;267;0.3774;30;236;135;277;249;;;236;98;3347;;84;4.20;34;4.63
131;267;235;115;258;229;103;227;163;112;267;0.3856;30;235;125;276;245;;;236;108;3349;;83;4.33;34;4.68
127;265;235;115;262;230;114;226;163;112;267;0.4042;30;236;136;276;246;;;237;199;3350;;84;92.17;34;4.63
121;267;234;128;259;230;102;226;165;113;268;0.3793;31;236;122;276;246;;;236;193;3344;;84;3.47;33;4.64
113;267;235;102;258;230;104;227;169;125;267;0.4012;30;236;122;276;246;;;236;109;3348;;84;3.50;34;4.66
113;267;235;119;259;231;114;230;165;125;266;0.3779;35;236;135;277;245;;;237;97;3355;;83;90.89;34;4.66
126;267;236;101;262;230;113;225;163;127;268;0.386;30;236;122;275;248;;;238;198;3347;;84;3.38;34;4.62
128;268;234;102;258;230;114;226;178;112;267;0.3926;31;235;136;278;246;;;236;197;3349;;83;3.39;35;4.57
127;267;236;102;258;229;105;226;166;126;266;0.3794;30;236;122;276;247;;;237;97;3349;;84;90.93;34;4.79
126;267;235;103;260;230;115;226;163;126;266;0.3925;30;236;135;276;245;;;237;107;3387;;83;7.26;35;4.62
126;267;234;115;264;229;114;226;165;125;266;0.38;31;236;121;278;248;;;237;196;3368;;84;4.34;34;4.64
127;268;235;115;259;253;113;225;162;127;264;0.3931;31;235;134;277;247;;;237;109;3365;;83;91.33;34;4.56
126;267;234;102;260;232;114;225;163;126;265;0.3776;34;236;134;276;246;;;237;197;3366;;83;3.86;34;4.62
